0,0,0,22.825,22.825
3.13,0,0,22.825,22.825
6.125,100,0,22.825,22.825
9.125,100,0,22.825,22.825
12.127,100,0,23.314,22.825
15.132,100,0,23.314,22.825
18.727,100,0,23.803,22.825
21.761,100,0,24.291,22.825
24.763,100,0,24.78,23.314
27.765,100,0,25.269,23.314
31.403,100,0,26.246,23.314
34.399,100,0,26.735,23.314
37.389,100,0,27.713,23.314
40.519,100,0,28.69,23.314
43.523,100,0,28.69,23.314
46.526,100,0,30.156,23.314
49.529,100,0,31.134,23.314
52.694,100,0,32.111,23.314
55.697,100,0,32.6,23.803
58.687,100,0,33.578,23.803
62.768,100,0,34.555,23.803
65.761,100,0,35.533,23.803
68.765,100,0,36.51,24.291
71.761,100,0,36.999,24.291
75.015,100,60,37.977,24.291
78.005,100,60,38.465,24.78
81.004,100,60,39.932,24.78
84,100,60,40.909,25.269
87,100,60,41.398,25.269
90.012,100,60,41.887,25.269
93.186,100,60,42.864,25.758
96.188,100,60,43.353,26.246
99.181,100,60,43.842,27.224
102.17,100,60,44.819,27.224
105.17,100,60,45.308,27.224
108.16,100,60,45.797,27.713
111.16,100,60,46.285,28.69
114.15,100,60,47.263,29.179
117.19,100,60,47.752,28.69
120.19,100,60,48.24,29.179
123.19,100,60,49.218,29.668
126.18,100,60,50.196,30.645
129.17,100,60,50.684,30.645
132.18,100,60,50.684,30.156
135.17,100,60,51.662,31.623
138.17,100,60,52.639,32.6
141.17,100,60,53.128,32.111
144.16,100,60,53.617,33.089
147.17,100,60,54.106,33.578
150.17,0,60,54.594,32.6
153.16,0,60,54.594,33.089
156.16,0,60,55.083,33.578
159.15,0,60,55.572,34.066
162.15,0,60,55.572,35.044
165.15,0,60,55.572,35.533
168.18,0,60,56.061,35.044
171.19,0,60,55.572,35.533
174.19,0,60,55.083,35.533
177.18,0,60,55.083,36.022
180.19,0,60,54.594,36.022
183.18,0,60,54.106,36.022
186.18,0,60,54.106,36.999
189.18,0,60,53.128,36.999
192.25,0,60,53.128,37.977
195.24,0,60,52.639,37.977
198.23,0,60,52.151,37.488
201.23,0,60,51.662,37.977
204.23,0,60,51.662,38.465
207.24,0,60,51.173,38.954
210.24,0,60,50.684,38.954
213.24,0,60,50.684,38.954
216.3,0,60,49.707,39.443
219.29,0,60,49.707,40.909
222.29,0,60,49.218,40.909
225.29,0,100,48.729,40.909
228.29,0,100,48.24,41.398
231.29,0,100,48.24,40.42
234.29,0,100,47.752,40.909
237.29,0,100,47.752,41.398
240.29,0,100,46.774,42.375
243.35,0,100,47.263,41.398
246.35,0,100,46.285,42.375
249.34,0,100,45.797,41.887
252.34,0,100,45.797,41.887
255.34,0,100,45.308,43.353
258.33,0,100,44.819,42.864
261.33,0,100,44.819,42.864
264.35,0,100,44.33,44.33
267.53,0,100,44.33,44.819
270.52,0,100,43.842,43.842
273.52,0,100,43.842,45.308
276.52,0,100,43.353,45.308
279.52,0,100,42.864,45.308
282.52,0,100,42.375,45.797
285.52,0,100,41.887,45.308
288.51,0,100,42.375,45.308
291.57,0,100,42.375,45.308
294.57,0,100,41.887,46.285
297.56,0,100,41.887,46.285
300.56,80,100,40.909,47.263
303.56,80,100,41.398,46.774
306.56,80,100,41.398,47.752
309.55,80,100,41.398,47.263
312.55,80,100,40.909,48.24
315.54,80,100,41.398,48.729
318.62,80,100,41.887,48.729
321.63,80,100,41.887,49.218
324.62,80,100,42.375,48.24
327.63,80,100,43.353,48.729
